Date,Hour,Temp
11/25/2019,14,16.85
11/25/2019,15,16.04
11/25/2019,16,14.6
11/25/2019,17,14.3
11/25/2019,18,13.9
11/25/2019,19,14.4
11/25/2019,20,13.65
11/25/2019,21,13.65
11/25/2019,22,14.3
11/25/2019,23,13.48
11/26/2019,0,13.38
11/26/2019,1,13.3
11/26/2019,2,12.96
11/26/2019,3,12.76
11/26/2019,4,11.8
11/26/2019,5,12.45
11/26/2019,6,12.7
11/26/2019,7,17.1
11/26/2019,8,16.19
11/26/2019,9,17.16
11/26/2019,10,17.3
11/26/2019,11,16.84
11/26/2019,12,16.61
11/26/2019,13,15.9
11/26/2019,14,16.02
11/26/2019,15,15.22
11/26/2019,16,13.5
11/26/2019,17,14.62
11/26/2019,18,14.36
11/26/2019,19,12.1
11/26/2019,20,13.2
11/26/2019,21,12.78
11/26/2019,22,11.3
11/26/2019,23,12.6
11/27/2019,0,12.25
11/27/2019,1,11.4
11/27/2019,2,11.75
11/27/2019,3,11.81
11/27/2019,4,12.9
11/27/2019,5,12.12
11/27/2019,6,12.3
11/27/2019,7,17
11/27/2019,8,15.92
11/27/2019,9,17.04
11/27/2019,10,18.1
11/27/2019,11,17.98
11/27/2019,12,18.09
11/27/2019,13,16.7
11/27/2019,14,17.71
11/27/2019,15,16.69
11/27/2019,16,15.2
11/27/2019,17,14.71
11/27/2019,18,14.36
11/27/2019,19,12.5
11/27/2019,20,13.51
11/27/2019,21,13.31
11/27/2019,22,12.9
11/27/2019,23,12.85
11/28/2019,0,12.76
11/28/2019,1,13
11/28/2019,2,12.29
11/28/2019,3,12.24
11/28/2019,4,13.1
11/28/2019,5,12.05
11/28/2019,6,12.96
11/28/2019,7,19.6
11/28/2019,8,17.09
11/28/2019,9,18.53
11/28/2019,10,20.9
11/28/2019,11,20.02
11/28/2019,12,20.07
11/28/2019,13,19
11/28/2019,14,18.81
11/28/2019,15,18.19
11/28/2019,16,17.8
11/28/2019,17,17.75
11/28/2019,18,17.35
11/28/2019,19,17.6
11/28/2019,20,17.18
11/28/2019,21,16.73
11/28/2019,22,18
11/28/2019,23,16.38
11/29/2019,0,16.57
11/29/2019,1,18.5
11/29/2019,2,17.5
11/29/2019,3,17.16
11/29/2019,4,17.5
11/29/2019,5,17.22
11/29/2019,6,17.01
11/29/2019,7,20.7
11/29/2019,8,19.05
11/29/2019,9,19.63
11/29/2019,10,21.5
11/29/2019,11,20.53
11/29/2019,12,20.69
11/29/2019,13,19.6
11/29/2019,14,19.68
11/29/2019,15,18.9
11/29/2019,16,19.8
11/29/2019,17,17.71
11/29/2019,18,17.36
11/29/2019,19,17.4
11/29/2019,20,16.5
11/29/2019,21,16.11
11/29/2019,22,17.8
11/29/2019,23,16.31
11/30/2019,0,15.98
11/30/2019,1,16.4
11/30/2019,2,15.87
11/30/2019,3,15.73
11/30/2019,4,16.2
11/30/2019,5,15.61
11/30/2019,6,15.53
11/30/2019,7,18.7
11/30/2019,8,16.81
11/30/2019,9,18.41
11/30/2019,10,21.3
11/30/2019,11,20
11/30/2019,12,19.94
11/30/2019,13,18.8
11/30/2019,14,18.93
11/30/2019,15,18.22
11/30/2019,16,18.9
11/30/2019,17,17.11
11/30/2019,18,17.07
11/30/2019,19,16.6
11/30/2019,20,16.34
11/30/2019,21,15.47
11/30/2019,22,13.9
11/30/2019,22,13.9
11/30/2019,23,14.37
12/1/2019,0,13.91
12/1/2019,1,12.9
12/1/2019,2,13.03
12/1/2019,3,12.85
12/1/2019,4,12.5
12/1/2019,5,11.82
12/1/2019,6,11.96
12/1/2019,7,14.3
12/1/2019,8,13.42
12/1/2019,9,14.17
12/1/2019,10,14.8
12/1/2019,11,14.59
12/1/2019,12,14.93
12/1/2019,13,12.6
12/1/2019,14,13.5
12/1/2019,15,12.39
12/1/2019,16,10.8
12/1/2019,17,10.6
12/1/2019,18,9.94
12/1/2019,19,10.2
12/1/2019,20,9.66
12/1/2019,21,9.02
12/1/2019,22,10.1
12/1/2019,23,8.7
12/2/2019,0,8.88
12/2/2019,1,10.2
12/2/2019,2,8.82
12/2/2019,3,8.62
12/2/2019,4,9.6
12/2/2019,5,8.59
12/2/2019,6,8.72
12/2/2019,7,13.8
12/2/2019,8,11.3
12/2/2019,9,13.09
12/2/2019,10,13.9
12/2/2019,11,14.25
12/2/2019,12,14.42
12/2/2019,13,12.2
12/2/2019,14,13.4
12/2/2019,15,12.69
12/2/2019,16,11
12/2/2019,17,11.56
12/2/2019,18,11.21
12/2/2019,19,9.2
12/2/2019,20,10.54
12/2/2019,21,10.1
12/2/2019,22,8.3
12/2/2019,23,10.14
12/3/2019,0,9.96
12/3/2019,1,7.5
12/3/2019,2,9.36
12/3/2019,3,8.93
12/3/2019,4,8.8
12/3/2019,5,9.47
12/3/2019,6,9.85
12/3/2019,7,16.2
12/3/2019,8,14.73
12/3/2019,9,15.83
12/3/2019,10,18.8
12/3/2019,11,17.32
12/3/2019,12,17.78
12/3/2019,13,15.9
12/3/2019,14,17.01
12/3/2019,15,16.36
12/3/2019,16,13.3
12/3/2019,17,14.47
12/3/2019,18,13.97
12/3/2019,19,11.7
12/3/2019,20,12.9
12/3/2019,21,13.02
12/3/2019,22,11.3
12/3/2019,23,12.99
12/4/2019,0,12.59
12/4/2019,1,11.4
12/4/2019,2,12.66
12/4/2019,3,12.46
12/4/2019,4,12.7
12/4/2019,5,12.91
12/4/2019,6,13.04
12/4/2019,7,10.7
12/4/2019,8,11.86
12/4/2019,9,11.46
12/4/2019,10,10.7
12/4/2019,11,10.49
12/4/2019,12,10.73
12/4/2019,13,11
12/4/2019,14,10.88
12/4/2019,15,10.64
12/4/2019,16,11.3
12/4/2019,17,10.31
12/4/2019,18,10.27
12/4/2019,19,11.3
12/4/2019,20,10.02
12/4/2019,21,9.9
12/4/2019,22,11
12/4/2019,23,9.92
12/5/2019,0,9.71
12/5/2019,1,11.2
12/5/2019,2,9.34
12/5/2019,3,9.21
12/5/2019,4,10.8
12/5/2019,5,9.1
12/5/2019,6,9.24
12/5/2019,7,11.9
12/5/2019,8,12.07
12/5/2019,9,12.12
12/5/2019,10,11.9
12/5/2019,11,11.77
12/5/2019,12,12.09
12/5/2019,13,11.2
12/5/2019,14,11.03
12/5/2019,15,10.5
12/5/2019,16,11.2
12/5/2019,17,10.19
12/5/2019,18,10.31
12/5/2019,19,10.9
12/5/2019,20,10.27
12/5/2019,21,9.96
12/5/2019,22,9.9
12/5/2019,23,9.07
12/6/2019,0,8.85
12/6/2019,1,7.4
12/6/2019,2,8.11
12/6/2019,3,8.16
12/6/2019,4,6.9
12/6/2019,5,8.62
12/6/2019,6,8.74
12/6/2019,7,12.8
12/6/2019,8,12.12
12/6/2019,9,12.49
12/6/2019,10,14.1
12/6/2019,11,14.08
12/6/2019,12,14.06
12/6/2019,13,11.7
12/6/2019,14,13.4
12/6/2019,15,12.59
12/6/2019,16,8.5
12/6/2019,17,10.76
12/6/2019,18,10.13
12/6/2019,19,9.4
12/6/2019,20,9.49
12/6/2019,21,9.81
12/6/2019,22,10.6
12/6/2019,23,10.37
12/7/2019,0,10.51
12/7/2019,1,10.5
12/7/2019,2,10.59
12/7/2019,3,10.43
12/7/2019,4,10
12/7/2019,5,10.53
12/7/2019,6,10.2
12/7/2019,7,14.6
12/7/2019,8,12.67
12/7/2019,9,13.75
12/7/2019,10,18
12/7/2019,11,16.03
12/7/2019,12,16.74
12/7/2019,13,16.1
12/7/2019,14,16.25
12/7/2019,15,15.85
12/7/2019,16,14.4
12/7/2019,17,13.53
12/7/2019,18,13.33
12/7/2019,19,11.4
12/7/2019,20,12.26
12/7/2019,21,11.83
12/7/2019,22,9.6
12/7/2019,23,11.25
12/8/2019,0,11.37
12/8/2019,1,9.7
12/8/2019,2,10.93
12/8/2019,3,10.8
12/8/2019,4,8.1
12/8/2019,5,10.69
12/8/2019,6,10.57
12/8/2019,7,16.4
12/8/2019,8,13.97
12/8/2019,9,15.75
12/8/2019,10,17.9
12/8/2019,11,17.42
12/8/2019,12,17.42
12/8/2019,13,15.3
12/8/2019,14,17.42
12/8/2019,15,17.42
12/8/2019,16,12.3
12/8/2019,17,17.42
12/8/2019,18,17.42
12/8/2019,19,9.4
12/8/2019,20,17.42
12/8/2019,21,17.42
12/8/2019,22,8.2
12/8/2019,23,17.42
12/9/2019,0,17.42
12/9/2019,1,6.6
12/9/2019,2,17.42
12/9/2019,3,17.42
12/9/2019,4,7.3
12/9/2019,5,17.42
12/9/2019,6,17.42
12/9/2019,7,16.1
12/9/2019,8,17.42
12/9/2019,9,17.42
12/9/2019,10,17.7
12/9/2019,11,14.74
12/9/2019,12,14.74
12/9/2019,13,14.7
12/9/2019,14,14.74
12/9/2019,15,14.74
12/9/2019,16,11.8
12/9/2019,17,14.74
12/9/2019,18,14.74
12/9/2019,19,11.9
12/9/2019,20,14.74
12/9/2019,21,14.74
12/9/2019,22,12.8
12/9/2019,23,14.74
12/10/2019,0,14.74
12/10/2019,1,11.6
12/10/2019,2,14.74
12/10/2019,3,14.74
12/10/2019,4,11.8
12/10/2019,5,14.74
12/10/2019,6,14.74
12/10/2019,7,14.8
12/10/2019,8,14.74
12/10/2019,9,14.74
12/10/2019,10,12.8
12/10/2019,11,13.92
12/10/2019,12,13.72
12/10/2019,13,12.7
12/10/2019,14,13.17
12/10/2019,15,12.75
12/10/2019,16,12.6
12/10/2019,17,12.49
12/10/2019,18,12.58
12/10/2019,19,12.4
12/10/2019,20,11.83
12/10/2019,21,11.69
12/10/2019,22,12.2
12/10/2019,23,11.92
12/11/2019,0,11.87
12/11/2019,1,11.5
12/11/2019,2,11.48
12/11/2019,3,11.44
12/11/2019,4,10.5
12/11/2019,5,11.38
12/11/2019,6,11.02
12/11/2019,7,16.2
12/11/2019,8,13.82
12/11/2019,9,14.76
12/11/2019,10,15.9
12/11/2019,11,15.09
12/11/2019,12,15.08
12/11/2019,13,14.4
12/11/2019,14,14.86
12/11/2019,15,13.94
12/11/2019,16,12.6
12/11/2019,17,12.65
12/11/2019,18,12.25
12/11/2019,19,11.1
12/11/2019,20,12.25
12/11/2019,21,12.25
12/11/2019,22,10.7
12/11/2019,23,12.25
12/12/2019,0,12.25
12/12/2019,1,10.2
12/12/2019,2,12.16
12/12/2019,3,12.16
12/12/2019,4,10.3
12/12/2019,5,12.16
12/12/2019,6,12.16
12/12/2019,7,12.4
12/12/2019,8,12.16
12/12/2019,9,12.16
12/12/2019,10,13.2
12/12/2019,11,12.62
12/12/2019,12,12.97
12/12/2019,13,11.5
12/12/2019,14,12.07
12/12/2019,15,11.74
12/12/2019,16,10.1
12/12/2019,17,11.12
12/12/2019,18,10.75
12/12/2019,19,8.3
12/12/2019,20,10.42
12/12/2019,21,10.42
12/12/2019,22,8.2
12/12/2019,23,9.6
12/13/2019,0,9.54
12/13/2019,1,8.1
12/13/2019,2,8.69
12/13/2019,3,9.12
12/13/2019,4,9.3
12/13/2019,5,9
12/13/2019,6,9.71
12/13/2019,7,13.3
12/13/2019,8,11.17
12/13/2019,9,12.39
12/13/2019,10,15.3
12/13/2019,11,14.76
12/13/2019,12,15.07
12/13/2019,13,13.4
12/13/2019,14,15.19
12/13/2019,15,13.87
12/13/2019,16,12.1
12/13/2019,17,12.23
12/13/2019,18,11.76
12/13/2019,19,13
12/13/2019,20,11.6
12/13/2019,21,11.6
12/13/2019,22,10.7
12/13/2019,23,11.6
12/14/2019,0,11.6
12/14/2019,1,14.5
12/14/2019,2,11.6
12/14/2019,3,11.6
12/14/2019,4,14.5
12/14/2019,5,11.6
12/14/2019,6,11.6
12/14/2019,7,13.5
12/14/2019,8,11.6
12/14/2019,9,11.6
12/14/2019,10,13.1
12/14/2019,11,11.6
12/14/2019,12,11.6
12/14/2019,13,12.4
12/14/2019,14,11.6
12/14/2019,15,11.6
12/14/2019,16,12.9
12/14/2019,17,11.6
12/14/2019,18,11.6
12/14/2019,19,11.2
12/14/2019,20,11.6
12/14/2019,21,11.6
12/14/2019,22,10.1
12/14/2019,23,11.6
12/15/2019,0,11.6
12/15/2019,1,13.4
12/15/2019,2,11.6
12/15/2019,3,11.6
12/15/2019,4,13.2
12/15/2019,5,11.6
12/15/2019,6,11.6
12/15/2019,7,17.3
12/15/2019,8,13
12/15/2019,9,13
12/15/2019,10,18.4
12/15/2019,11,13
12/15/2019,12,13
12/15/2019,13,15.9
12/15/2019,14,13
12/15/2019,15,13
12/15/2019,16,12.7
12/15/2019,17,13
12/15/2019,18,13
12/15/2019,19,10.3
12/15/2019,20,13
12/15/2019,21,13
12/15/2019,22,9.6
12/15/2019,23,13
12/16/2019,0,13
12/16/2019,1,8.9
12/16/2019,2,13
12/16/2019,3,13
12/16/2019,4,9.1
12/16/2019,5,13
12/16/2019,6,13
12/16/2019,7,17.2
12/16/2019,8,13
12/16/2019,9,13
12/16/2019,10,18.9
12/16/2019,11,13
12/16/2019,12,13
12/16/2019,13,16
12/16/2019,14,13
12/16/2019,15,13
12/16/2019,16,14.5
12/16/2019,17,13
12/16/2019,18,13
12/16/2019,19,11.8
12/16/2019,20,13
12/16/2019,21,12.64
12/16/2019,22,12
12/16/2019,23,12.28
12/17/2019,0,11.63
12/17/2019,1,10.4
12/17/2019,2,11.02
12/17/2019,3,10.65
12/17/2019,4,9.6
12/17/2019,5,10.38
12/17/2019,6,9.63
12/17/2019,7,18.1
12/17/2019,8,14.78
12/17/2019,9,16.06
12/17/2019,10,19.1
12/17/2019,11,17.11
12/17/2019,12,17.64
12/17/2019,13,16.5
12/17/2019,14,17.23
12/17/2019,15,16.5
12/17/2019,16,12.3
12/17/2019,17,13.68
12/17/2019,18,12.94
12/17/2019,19,11
12/17/2019,20,11.77
12/17/2019,21,11.68
12/17/2019,22,9.4
12/17/2019,23,11.09
12/18/2019,0,10.87
12/18/2019,1,10.3
12/18/2019,2,10.48
12/18/2019,3,10.53
12/18/2019,4,8.9
12/18/2019,5,10.21
12/18/2019,6,10.06
12/18/2019,7,16.4
12/18/2019,8,10.76
12/18/2019,9,16.77
12/18/2019,10,18.5
12/18/2019,11,16.77
12/18/2019,12,17.01
12/18/2019,13,15.7
12/18/2019,14,16.63
12/18/2019,15,15.28
12/18/2019,16,12.8
12/18/2019,17,13.18
12/18/2019,18,12.53
12/18/2019,19,10.9
12/18/2019,20,12.36
12/18/2019,21,11.9
12/18/2019,22,9.6
12/18/2019,23,11.32
12/19/2019,0,11.36
12/19/2019,1,10.5
12/19/2019,2,11.68
12/19/2019,3,12.19
12/19/2019,4,10.6
12/19/2019,5,11.58
12/19/2019,6,11.67
12/19/2019,7,14.1
12/19/2019,8,13.85
12/19/2019,9,15.1
12/19/2019,10,18.5
12/19/2019,11,16.28
12/19/2019,12,16.42
12/19/2019,13,16.5
12/19/2019,14,16.35
12/19/2019,15,15.92
12/19/2019,16,15.7
12/19/2019,17,15.19
12/19/2019,18,15.2
12/19/2019,19,14.5
12/19/2019,20,14.92
12/19/2019,21,14.87
12/19/2019,22,13.3
12/19/2019,23,14.38
12/20/2019,0,14.28
12/20/2019,1,14
12/20/2019,2,13.95
12/20/2019,3,13.52
12/20/2019,4,14.5
12/20/2019,5,13.12
12/20/2019,6,13.97
12/20/2019,7,18.2
12/20/2019,8,15.33
12/20/2019,9,16.27
12/20/2019,10,19
12/20/2019,11,18.1
12/20/2019,12,18.27
12/20/2019,13,17
12/20/2019,14,17.82
12/20/2019,15,17.18
12/20/2019,16,14.7
12/20/2019,17,15.92
12/20/2019,18,15.82
12/20/2019,19,14.8
12/20/2019,20,14.47
12/20/2019,21,13.93
12/20/2019,22,14
12/20/2019,23,13.7
12/21/2019,0,13.26
12/21/2019,1,11.9
12/21/2019,2,12.43
12/21/2019,3,12.02
12/21/2019,4,12.3
12/21/2019,5,11.91
12/21/2019,6,12.1
12/21/2019,7,17.9
12/21/2019,8,15.59
12/21/2019,9,16.81
12/21/2019,10,19.3
12/21/2019,11,17.52
12/21/2019,12,17.89
12/21/2019,13,16.7
12/21/2019,14,17.03
12/21/2019,15,16.46
12/21/2019,16,15.3
12/21/2019,17,15.33
12/21/2019,18,15.3
12/21/2019,19,17
12/21/2019,20,14.94
12/21/2019,21,15.2
12/21/2019,22,16
12/21/2019,23,16.12
12/22/2019,0,16.06
12/22/2019,1,14.6
12/22/2019,2,15.59
12/22/2019,3,15.71
12/22/2019,4,15.7
12/22/2019,5,15.72
12/22/2019,6,15.3
12/22/2019,7,17.9
12/22/2019,8,16.9
12/22/2019,9,17.49
12/22/2019,10,18.3
12/22/2019,11,17.81
12/22/2019,12,17.63
12/22/2019,13,16.7
12/22/2019,14,17.42
12/22/2019,15,16.86
12/22/2019,16,17.3
12/22/2019,17,16.76
12/22/2019,18,16.73
12/22/2019,19,12.6
12/22/2019,20,15.35
12/22/2019,21,12.41
12/22/2019,22,14.2
12/22/2019,23,12.47
12/23/2019,0,12.77
12/23/2019,1,14.8
12/23/2019,2,13.13
12/23/2019,3,13.52
12/23/2019,4,14.5
12/23/2019,5,12.72
12/23/2019,6,12.79
12/23/2019,7,15.9
12/23/2019,8,13.62
12/23/2019,9,14.18
12/23/2019,10,15
12/23/2019,11,14.5
12/23/2019,12,14.5
12/23/2019,13,14.4
12/23/2019,14,13.58
12/23/2019,15,13.46
12/23/2019,16,12.6
12/23/2019,17,12.58
12/23/2019,18,11.94
12/23/2019,19,13.1
12/23/2019,20,12.52
12/23/2019,21,12.43
12/23/2019,22,13.2
12/23/2019,23,11.41
12/24/2019,0,11.68
12/24/2019,1,10
12/24/2019,2,10.85
12/24/2019,3,9.95
12/24/2019,4,8.9
12/24/2019,5,9.23
12/24/2019,6,9.25
12/24/2019,7,14
12/24/2019,8,12.19
12/24/2019,9,13.01
12/24/2019,10,13.7
12/24/2019,11,12.87
12/24/2019,12,12.29
12/24/2019,13,12.6
12/24/2019,14,12.28
12/24/2019,15,12.14
12/24/2019,16,11.5
12/24/2019,17,11.99
12/24/2019,18,11.82
12/24/2019,19,10.6
12/24/2019,20,11.13
12/24/2019,21,10.94
12/24/2019,22,9.1
12/24/2019,23,10.13
12/25/2019,0,10
12/25/2019,1,10.8
12/25/2019,2,9.48
12/25/2019,3,9.22
12/25/2019,4,10.3
12/25/2019,5,9.01
12/25/2019,6,9.11
12/25/2019,7,12.4
12/25/2019,8,10.77
12/25/2019,9,11.5
12/25/2019,10,12.3
12/25/2019,11,11.76
12/25/2019,12,11.91
12/25/2019,13,12
12/25/2019,14,11.76
12/25/2019,15,11.33
12/25/2019,16,10.8
12/25/2019,17,10.34
12/25/2019,18,9.47
12/25/2019,19,9.7
12/25/2019,20,9.24
12/25/2019,21,9.28
12/25/2019,22,9.4
12/25/2019,23,8.38
12/26/2019,0,8.16
12/26/2019,1,9.4
12/26/2019,2,8.3
12/26/2019,3,7.53
12/26/2019,4,8.5
12/26/2019,5,7.03
12/26/2019,6,6.79
12/26/2019,7,10.7
12/26/2019,8,8.98
12/26/2019,9,9.96
12/26/2019,10,12.3
12/26/2019,11,11.5
12/26/2019,12,10.93
12/26/2019,13,11.4
12/26/2019,14,10.93
12/26/2019,15,10.89
12/26/2019,16,9.2
12/26/2019,17,9.79
12/26/2019,18,9.49
12/26/2019,19,8.3
12/26/2019,20,9.23
12/26/2019,21,8.8
12/26/2019,22,5.7
12/26/2019,23,7.52
12/27/2019,0,7.35
12/27/2019,1,7.5
12/27/2019,2,7.9
12/27/2019,3,7.72
12/27/2019,4,6.7
12/27/2019,5,6.9
12/27/2019,6,6.71
12/27/2019,7,11.6
12/27/2019,8,9.78
12/27/2019,9,10.24
12/27/2019,10,12.9
12/27/2019,11,11.14
12/27/2019,12,11.59
12/27/2019,13,10.5
12/27/2019,14,11.02
12/27/2019,15,10.18
12/27/2019,16,9.1
12/27/2019,17,8.96
12/27/2019,18,8.78
12/27/2019,19,8.8
12/27/2019,20,8.76
12/27/2019,21,8.69
12/27/2019,22,9.3
12/27/2019,23,8.28
12/28/2019,0,8
12/28/2019,1,8.6
12/28/2019,2,7.94
12/28/2019,3,7.74
12/28/2019,4,8.2
12/28/2019,5,7.7
12/28/2019,6,7.58
12/28/2019,7,9.8
12/28/2019,8,7.97
12/28/2019,9,8.9
12/28/2019,10,10.1
12/28/2019,11,9.39
12/28/2019,12,9.37
12/28/2019,13,6.9
12/28/2019,14,7.29
12/28/2019,15,6.72
12/28/2019,16,6.1
12/28/2019,17,5.96
12/28/2019,18,5.52
12/28/2019,19,5.5
12/28/2019,20,5.57
12/28/2019,21,5.03
12/28/2019,22,4.5
12/28/2019,23,3.8
12/29/2019,0,3.94
12/29/2019,1,5.9
12/29/2019,2,4.29
12/29/2019,3,4.25
12/29/2019,4,6.2
12/29/2019,5,4.63
12/29/2019,6,4.52
12/29/2019,7,9
12/29/2019,8,5.86
12/29/2019,9,6.28
12/29/2019,10,7.9
12/29/2019,11,6.08
12/29/2019,12,5.75
12/29/2019,13,7.5
12/29/2019,14,5.74
12/29/2019,15,5.12
12/29/2019,16,6.3
12/29/2019,17,5.43
12/29/2019,18,5.41
12/29/2019,19,7
12/29/2019,20,5.2
12/29/2019,21,5.47
12/29/2019,22,7
12/29/2019,23,5.6
12/30/2019,0,5.66
12/30/2019,1,7.5
12/30/2019,2,5.35
12/30/2019,3,4.91
12/30/2019,4,6.9
12/30/2019,5,4.45
12/30/2019,6,4.06
12/30/2019,7,7.2
12/30/2019,8,4.29
12/30/2019,9,4.06
12/30/2019,10,4.9
12/30/2019,11,2.97
12/30/2019,12,2.85
12/30/2019,13,4.8
12/30/2019,14,2.84
12/30/2019,15,2.91
12/30/2019,16,6.7
12/30/2019,17,3.4
12/30/2019,18,3.71
12/30/2019,19,6.3
12/30/2019,20,4.1
12/30/2019,21,4.58
12/30/2019,22,5.2
12/30/2019,23,4.67
12/31/2019,0,4.4
12/31/2019,1,5.4
12/31/2019,2,3.71
12/31/2019,3,3.81
12/31/2019,4,5.7
12/31/2019,5,4.06
12/31/2019,6,4.38
12/31/2019,7,6.3
12/31/2019,8,5.18
12/31/2019,9,6
12/31/2019,10,7.9
12/31/2019,11,7.06
12/31/2019,12,7.3
12/31/2019,13,8
12/31/2019,14,8.23
12/31/2019,15,7.68
12/31/2019,16,7
12/31/2019,17,6.67
12/31/2019,18,6.34
12/31/2019,19,5
12/31/2019,20,5.1
12/31/2019,21,4.52
12/31/2019,22,2.6
12/31/2019,22,2.6
12/31/2019,23,3.35
1/1/2020,0,3.31
1/1/2020,1,0.2
1/1/2020,2,2.88
1/1/2020,3,2.9
1/1/2020,4,0.6
1/1/2020,5,2.85
1/1/2020,6,3.31
1/1/2020,7,10.7
1/1/2020,8,8.56
1/1/2020,9,9.47
1/1/2020,10,10.9
1/1/2020,11,10.26
1/1/2020,12,9.94
1/1/2020,13,8.8
1/1/2020,14,8.08
1/1/2020,15,8.09
1/1/2020,16,9.5
1/1/2020,17,7.76
1/1/2020,18,7.87
1/1/2020,19,9.6
1/1/2020,20,8.17
1/1/2020,21,8.06
1/1/2020,22,8.8
1/1/2020,23,7.73
1/2/2020,0,6.88
1/2/2020,1,5.1
1/2/2020,2,6.34
1/2/2020,3,5.08
1/2/2020,4,7.4
1/2/2020,5,4.03
1/2/2020,6,4.19
1/2/2020,7,6.8
1/2/2020,8,4.93
1/2/2020,9,6.01
1/2/2020,10,8.8
1/2/2020,11,7.11
1/2/2020,12,6.28
1/2/2020,13,7.9
1/2/2020,14,6.76
1/2/2020,15,6.83
1/2/2020,16,7.6
1/2/2020,17,6.83
1/2/2020,18,6.9
1/2/2020,19,8.5
1/2/2020,20,7.18
1/2/2020,21,7.01
1/2/2020,22,8.6
1/2/2020,23,7.12
1/3/2020,0,7.15
1/3/2020,1,8.1
1/3/2020,2,6.76
1/3/2020,3,6.64
1/3/2020,4,7.3
1/3/2020,5,6.46
1/3/2020,6,6.48
1/3/2020,7,9.8
1/3/2020,8,7.54
1/3/2020,9,8.55
1/3/2020,10,10.7
1/3/2020,11,9.51
1/3/2020,12,10.06
1/3/2020,13,9.2
1/3/2020,14,9.79
1/3/2020,15,8.94
1/3/2020,16,8.1
1/3/2020,17,7.39
1/3/2020,18,7.16
1/3/2020,19,6.5
1/3/2020,20,6.39
1/3/2020,21,6.46
1/3/2020,22,7.5
1/3/2020,23,7.09
1/4/2020,0,7.15
1/4/2020,1,8.4
1/4/2020,2,6.94
1/4/2020,3,7.44
1/4/2020,4,4.9
1/4/2020,5,6.67
1/4/2020,6,6.22
1/4/2020,7,13
1/4/2020,8,10.49
1/4/2020,9,12.71
1/4/2020,10,15.9
1/4/2020,11,14.82
1/4/2020,12,15.02
1/4/2020,13,13.4
1/4/2020,14,14.56
1/4/2020,15,13.53
1/4/2020,16,10.2
1/4/2020,17,9.66
1/4/2020,18,9.52
1/4/2020,19,7.5
1/4/2020,20,8.23
1/4/2020,21,8.19
1/4/2020,22,7.7
1/4/2020,23,7.95
1/5/2020,0,7.64
1/5/2020,1,8.3
1/5/2020,2,7.83
1/5/2020,3,8.59
1/5/2020,4,6.9
1/5/2020,5,8.24
1/5/2020,6,7.23
1/5/2020,7,11.6
1/5/2020,8,9.96
1/5/2020,9,10.62
1/5/2020,10,11.8
1/5/2020,11,11.01
1/5/2020,12,11
1/5/2020,13,8.9
1/5/2020,14,7.95
1/5/2020,15,7.31
1/5/2020,16,6.2
1/5/2020,17,6.37
1/5/2020,18,5.92
1/5/2020,19,6.4
1/5/2020,20,5.27
1/5/2020,21,5.14
1/5/2020,22,6.9
1/5/2020,23,5.5
1/6/2020,0,5.82
1/6/2020,1,5.6
1/6/2020,2,5.42
1/6/2020,3,4.73
1/6/2020,4,5
1/6/2020,5,4.05
1/6/2020,6,3.89
1/6/2020,7,5.1
1/6/2020,8,4.21
1/6/2020,9,3.94
1/6/2020,10,4.8
1/6/2020,11,4.13
1/6/2020,12,4.12
1/6/2020,13,5.3
1/6/2020,14,4.02
1/6/2020,15,4.06
1/6/2020,16,6
1/6/2020,17,4.33
1/6/2020,18,4.44
1/6/2020,19,5.7
1/6/2020,20,4.55
1/6/2020,21,4.71
1/6/2020,22,4.5
1/6/2020,23,4.29
1/7/2020,0,4.32
1/7/2020,1,4.7
1/7/2020,2,4.22
1/7/2020,3,4.15
1/7/2020,4,4.8
1/7/2020,5,3.84
1/7/2020,6,3.9
1/7/2020,7,5
1/7/2020,8,4.45
1/7/2020,9,4.92
1/7/2020,10,6.8
1/7/2020,11,5.46
1/7/2020,12,5.67
1/7/2020,13,6.7
1/7/2020,14,5.98
1/7/2020,15,6.12
1/7/2020,16,6.5
1/7/2020,17,5.93
1/7/2020,18,5.95
1/7/2020,19,7.2
1/7/2020,20,5.76
1/7/2020,21,6.04
1/7/2020,22,7
1/7/2020,23,6.18
1/8/2020,0,5.88
1/8/2020,1,6.9
1/8/2020,2,5.21
1/8/2020,3,5.4
1/8/2020,4,6.4
1/8/2020,5,5.3
1/8/2020,6,5.46
1/8/2020,7,8.2
1/8/2020,8,7.01
1/8/2020,9,6.93
1/8/2020,10,7.8
1/8/2020,11,7.68
1/8/2020,12,7.73
1/8/2020,13,7
1/8/2020,14,7.64
1/8/2020,15,6.97
1/8/2020,16,6.6
1/8/2020,17,6.12
1/8/2020,18,5.91
1/8/2020,19,6.8
1/8/2020,20,5.73
1/8/2020,21,5.81
1/8/2020,22,7.1
1/8/2020,23,5.88
1/9/2020,0,5.7
1/9/2020,1,6.3
1/9/2020,2,5.63
1/9/2020,3,5.44
1/9/2020,4,6.8
1/9/2020,5,5.47
1/9/2020,6,5.51
1/9/2020,7,8.6
1/9/2020,8,6.73
1/9/2020,9,7.54
1/9/2020,10,8.8
1/9/2020,11,8.9
1/9/2020,12,9.23
1/9/2020,13,8.9
1/9/2020,14,9.17
1/9/2020,15,9.06
1/9/2020,16,6
1/9/2020,17,7.36
